ticker,Date,Open,High,Low,Close,Volume,Daily Return
GOOGL,2020-11-27,87.62265891076838,89.23504284568759,87.62265891076838,88.73896026611328,14790000,
GOOGL,2020-11-30,88.17435503755391,88.40724583978081,86.7933768344479,87.11913299560547,32418000,-0.018253845499769494
GOOGL,2020-12-01,87.72793854870284,90.46207946719032,87.5476785104843,89.15310668945312,37350000,0.023347037830946382
GOOGL,2020-12-02,89.15309328101881,91.00929403600529,88.64708471431886,90.62345123291016,29424000,0.016492353413759098
GOOGL,2020-12-03,90.40346803101116,91.5599886321848,90.2276785362936,90.46802520751952,24728000,-0.0017150751077795734
GOOGL,2020-12-04,90.38759548256864,90.8484140892729,90.05836139867917,90.56338500976562,20544000,0.0010540718892377843
GOOGL,2020-12-07,90.15568118177276,90.83797937404678,89.53446984443129,90.22917938232422,22288000,-0.0036902952269879385
GOOGL,2020-12-08,89.80659591980766,90.17654191763988,88.95050099478975,89.94612884521484,19936000,-0.003137017747995019
GOOGL,2020-12-09,89.89796478940806,90.79230154815504,87.49652840724409,88.28409576416016,31728000,-0.0184780946372336
GOOGL,2020-12-10,87.5263191448489,88.14157486879887,86.08277656751567,87.77709197998047,28688000,-0.005742866592121865
GOOGL,2020-12-11,87.39720456707914,88.25677733118998,87.03669212873011,88.13213348388672,18628000,0.004044808228406804
GOOGL,2020-12-14,87.92955258039055,88.87701269456065,86.85744101840123,87.01287078857422,33050000,-0.01269982526313329
GOOGL,2020-12-15,87.39024942111818,87.59583221082491,86.48698689796659,87.45083618164062,21352000,0.005033340344908099
GOOGL,2020-12-16,87.84959334388638,87.84959334388638,86.8539654427043,87.25767517089844,24676000,-0.00220879546927355
GOOGL,2020-12-17,87.59236631572465,87.73041412035337,85.96459334657283,86.42938232421875,34880000,-0.009492492724077706
GOOGL,2020-12-18,86.71045239928884,86.81919943152793,85.16262570212646,85.71977996826172,85256000,-0.008210198162647231
GOOGL,2020-12-21,84.87113629069282,86.25509235125325,84.11981793066384,86.13392639160156,33974000,0.004831398581438107
GOOGL,2020-12-22,85.87421449147438,86.03709256654695,84.70478234258736,85.42183685302734,20370000,-0.008267236481671048
GOOGL,2020-12-23,85.60606407600152,86.60814760303803,85.4704939973954,85.81958770751953,22974000,0.004656313527611644
GOOGL,2020-12-24,85.85783111525326,86.52374001663743,85.62692551399726,86.11406707763672,9312000,0.003431377124774704
GOOGL,2020-12-28,86.64788871232548,88.73797322941687,86.49445172699299,88.09043884277344,27650000,0.022950626212496772
GOOGL,2020-12-29,88.7493822940094,88.81095408168332,87.15438051589746,87.28597259521484,19726000,-0.009132276534510542
