ticker,Date,Open,High,Low,Close,Volume,Daily Return
AAPL,2020-11-27,113.47533097531714,114.37090528252364,113.13462416571154,113.49479675292967,46691300,
AAPL,2020-11-30,113.8647208392962,117.75853018018704,113.70896490077166,115.8895034790039,169410200,0.021099704960812815
AAPL,2020-12-01,117.79745659658984,120.19214819451732,116.8240043652282,119.4620590209961,127728200,0.030827257298927435
AAPL,2020-12-02,118.78064316901394,120.0948096799896,117.68064477339988,119.81250762939452,89004200,0.0029335557353555863
AAPL,2020-12-03,120.24083575457,120.49393545508784,118.9656155022822,119.67623901367188,78967600,-0.0011373488329294856
AAPL,2020-12-04,119.34525394863078,119.59835363347426,118.29392365175956,119.00454711914062,78260400,-0.005612575228525651
AAPL,2020-12-07,119.06295553689276,121.26295994561156,119.00455077200225,120.46472930908205,86712000,0.012269969722077612
AAPL,2020-12-08,121.06826612455384,121.66207262611567,119.82224093273688,121.07799530029295,82225500,0.005090834427041502
AAPL,2020-12-09,121.2240215863675,122.60632215950014,117.7877359329826,118.54702758789062,115089200,-0.020903614287014927
AAPL,2020-12-10,117.30101190387384,120.58154910132534,116.96030505591354,119.96826934814452,81312200,0.011988843492513501
AAPL,2020-12-11,119.179759356302,119.50100038149354,117.3496717985599,119.16029357910156,86939800,-0.006734912268328452
AAPL,2020-12-14,119.34525822854418,120.07534750085608,118.31340110026942,118.54702758789062,79184500,-0.005146563278680016
AAPL,2020-12-15,121.0390623043862,124.5045577398364,120.8346382009764,124.4850845336914,157243700,0.05009030649375257
AAPL,2020-12-16,124.0275714003019,124.96207736777792,123.20013093515551,124.4169464111328,98208600,-0.0005473597324036072
AAPL,2020-12-17,125.47798978748064,126.1399450451197,124.64082025363582,125.2833023071289,94359800,0.006963327110868445
AAPL,2020-12-18,125.53639778513612,125.67268049414356,122.77178977344828,123.29745483398438,192541500,-0.015850855114564855
AAPL,2020-12-21,121.70100925990955,124.90366837554562,120.1726893708652,124.82579040527344,121251600,0.012395515976764582
AAPL,2020-12-22,128.11605471749206,130.84172406271304,126.20808171972652,128.37889099121094,168904800,0.02846447496468163
AAPL,2020-12-23,128.65144655619818,128.91426795602175,127.30807776451476,127.48330688476562,88223700,-0.0069761009736921675
AAPL,2020-12-24,127.83375369258948,129.91694086606563,127.61959301416368,128.46649169921875,54930100,0.007712263185499557
AAPL,2020-12-28,130.43288465030292,133.6939410837403,129.96561683148184,133.0612030029297,124486200,0.03576583467748651
AAPL,2020-12-29,134.38507537843176,135.1054204796811,130.77356128298763,131.28948974609375,121047300,-0.01331502509260285
AAPL,2020-12-30,131.98061942106517,132.3797382922799,129.85848640984165,130.1699981689453,96452100,-0.008526894112494965
AAPL,2020-12-31,130.5204870277971,131.16296911492586,128.2231389904879,129.16738891601562,99116600,-0.007702306729915009
AAPL,2021-01-04,129.97532243583626,130.0629295558264,123.39478446992553,125.97443389892578,143301900,-0.024719513523385528
AAPL,2021-01-05,125.46830579724752,128.2426516659204,125.02051106284152,127.53202056884766,97664900,0.01236430775447328
AAPL,2021-01-06,124.32932869572905,127.57092663069264,123.02489875437408,123.2390594482422,155088000,-0.033661829409249555
AAPL,2021-01-07,124.95233107817177,128.13552408640413,124.46560495444152,127.44436645507812,109578200,0.03412316700292628
AAPL,2021-01-08,128.9142743130051,129.1089766459298,126.77268233415624,128.54437255859375,105158200,0.008631265030481838
AAPL,2021-01-11,125.76028628554909,126.71426523844696,125.08860192198284,125.55585479736328,100384500,-0.02324891943339047
AAPL,2021-01-12,125.08860712256087,126.24701761180567,123.49214611607862,125.38064575195312,91951100,-0.0013954669473035253
AAPL,2021-01-13,125.34168062471274,127.96026901609808,125.07885926584692,127.4151382446289,88636800,0.016226527471398633
AAPL,2021-01-14,127.327587039671,127.52227456444804,125.34173566730958,125.48776245117188,90221800,-0.015126740982351672
AAPL,2021-01-15,125.3611781802463,126.7629517813355,123.62843438270612,123.76471710205078,111598500,-0.013730783906450994
AAPL,2021-01-19,124.38774103736688,125.29305945365388,123.570044622059,124.43641662597656,90757300,0.005427229501699715
