ticker,cagr_5y
AAPL,0.15886232311798043
AMZN,0.1076861970788272
DIS,-0.024072691885077324
GOOGL,0.2033723232106588
JPM,0.1715925666652489
META,0.1818322983985734
MSFT,0.1508806948903516
NFLX,0.1767274169846762
NVDA,0.3377559882143555
PYPL,-0.2634950082089149
TSLA,0.22010252839790145
